College Name,Genders Accepted,Campus Size,Total Student Enrollments,Total Faculty,Established Year,Rating,University,Courses,Facilities,City,State,Country,College Type,Average Fees
Shri Sai Institute of Technology Polytechnic,Co-Ed,,236,37,2011,,,,"Boys Hostel, Girls Hostel, Library, Sports, IT Infrastructure, Laboratories",Aurangabad,Maharashtra,India,Private,150000
Government Polytechnic,Co-Ed,20 Acres,796,51,1990,,,,"Library, Sports, IT Infrastructure, Laboratories",Arvi,Maharashtra,India,Public/Government,23250
Government Polytechnic,Co-Ed,,1103,48,1984,,,,"Boys Hostel, Girls Hostel, Gym, Library, IT Infrastructure, Laboratories",Osmanabad,Maharashtra,India,Public/Government,23250
Navjeevan Education Society's Polytechnic,Co-Ed,,591,7,1995,,,,"Library, Sports, IT Infrastructure, Laboratories",Mumbai,Maharashtra,India,Private,122000
Government Polytechnic,Co-Ed,20 Acres,414,33,1985,,,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations",Indala,Maharashtra,India,Public/Government,26590
Government Polytechnic,Co-Ed,,214,16,2013,,,,"Boys Hostel, Girls Hostel, Library, Cafeteria, Transport, Laboratories, Alumni Associations",Agnipur,Odisha,India,Public/Government,17400
Government Polytechnic,Co-Ed,,,17,2013,,,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, IT Infrastructure, Laboratories, Alumni Associations",Remuna,Odisha,India,Public/Government,17400
Orissa School of Engineering,Co-Ed,,,26,2009,,,,"Boys Hostel, Girls Hostel, Library, IT Infrastructure, Laboratories",Brahmapur,Odisha,India,Private,79500
Christ Institute of Technology,Co-Ed,,,153,2009,,"Pondicherry University, Puducherry","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Transport, Laboratories, Convenience Store",Villianur,Puducherry,India,Private,105600
TTAADC Polytechnic Institute,Co-Ed,6 Acres,331,5,2016,,"Tripura University, Suryamaninagar",,"Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Guest Room",Khumulwng,Tripura,India,Public/Government,19010
Lal Bahadur Shastri Polytechnic,Co-Ed,,216,19,,,,,"Library, Sports, IT Infrastructure, Laboratories, Alumni Associations",Manda,Uttar Pradesh,India,Private,105333.3333
VIIT Polytechnic College,Co-Ed,15 Acres,,51,2010,,,,"Boys Hostel, Girls Hostel, Library, Sports, IT Infrastructure, Classrooms, Laboratories",Bulandshahr,Uttar Pradesh,India,Private,84000
Abhay Memorial Trust Group of Institutions,,,,52,2010,,"Dr APJ Abdul Kalam Technical University, Lucknow","B.Tech Civil Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Library, Cafeteria, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations",Allahabad,Uttar Pradesh,India,Private,161350
Subharti Polytechnic College,Co-Ed,,,33,2010,,,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Banks Facilities",Meerut,Uttar Pradesh,India,Private,100000
Om Institute of Technology,Co-Ed,,294,49,2010,,,,"Boys Hostel, Girls Hostel, Library, IT Infrastructure, Transport, Laboratories",Haridwar,Uttarakhand,India,Private,107333.3333
AKT Memorial Polytechnic College,Co-Ed,,866,59,2008,,,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, IT Infrastructure, Transport, Laboratories",Kallakurichi,Tamil Nadu,India,Private,90000
Baghmundi Government Polytechnic,Co-Ed,,300,9,2015,,,,"Library, Sports, IT Infrastructure, Laboratories",Baghmundi,West Bengal,India,Public/Government,2590
Bilaspur College of Polytechnic,Co-Ed,,342,36,2015,,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",,"Boys Hostel, Girls Hostel, Library, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Guest Room",Farhada,Chhattisgarh,India,Private,87480
CMRA Government Polytechnic,Co-Ed,29 Acres,785,30,2006,,,,"Boys Hostel, Girls Hostel, Library, Cafeteria, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Sanghi,Haryana,India,Public/Government,18850
GCRG College of Polytechnic,Co-Ed,60 Acres,843,56,2012,,,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Laboratories",Lucknow,Uttar Pradesh,India,Private,84000
Government Polytechnic College,Co-Ed,15 Acres,42,14,1999,,,,"Girls Hostel, Library, Sports, IT Infrastructure, Laboratories",Churu,Rajasthan,India,Public/Government,37500
Government Girls Polytechnic,Female,17 Acres,,11,2008,,"Chhattisgarh Swami Vivekanand Technical University, Bhilai",,"Library, Sports, Medical/Hospital, IT Infrastructure, Laboratories",Bilaspur,Chhattisgarh,India,Public/Government,4660
Government Polytechnic College,Co-Ed,7 Acres,501,24,1994,,,,"Library, IT Infrastructure, Laboratories, Alumni Associations",Koovappady,Kerala,India,Public/Government,7740
Government Polytechnic College,Co-Ed,,451,18,1994,,,,"Girls Hostel, Library, Sports, IT Infrastructure, Laboratories",Koratty,Kerala,India,Public/Government,8790
Government Polytechnic,Co-Ed,,666,5,2011,,,,"Boys Hostel, Girls Hostel, Library, Sports, Medical/Hospital, Wifi, Laboratories",Katihar,Bihar,India,Public/Government,195
Government Polytechnic,Co-Ed,,401,37,1983,,,,"Boys Hostel, Girls Hostel, Library, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations",Jintur,Maharashtra,India,Public/Government,24880
Saheed Jageshwar Nagar Government Polytechnic College,Co-Ed,5 Acres,248,8,2010,,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",,"Boys Hostel, Girls Hostel, Library, Sports, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Laboratories, Convenience Store",Dewas,Madhya Pradesh,India,Public/Government,24240
Government Polytechnic College,Co-Ed,23 Acres,576,32,1964,,,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Banks Facilities",Batala,Punjab,India,Public/Government,79970
Government Polytechnic Garhi Shyampur,Co-Ed,10 Acres,113,4,2009,,,,"Boys Hostel, Girls Hostel, Library, IT Infrastructure, Laboratories",Rishikesh,Uttarakhand,India,Public/Government,18000
Government Polytechnic,Co-Ed,20 Acres,1407,52,1951,,,,"Boys Hostel, Girls Hostel, Library, Sports, Auditorium, IT Infrastructure, Laboratories",Sonipat,Haryana,India,Public/Government,18850
Government Polytechnic College,Male,27 Acres,590,6,1982,,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",,"Boys Hostel, Library, Sports, IT Infrastructure, Laboratories",Jhabua,Madhya Pradesh,India,Public/Government,30000
Kalawatibai College of Engineering and Technology Polytechnic,Co-Ed,,230,39,2009,,,,"Boys Hostel, Girls Hostel, Library, Sports, IT Infrastructure, Laboratories",Naigaon,Maharashtra,India,Private,120000
Marudhara Polytechnic College,Co-Ed,30 Acres,1028,65,2009,,,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Laboratories",Laxmangarh,Rajasthan,India,Private,73800
NV Society's Polytechnic,Co-Ed,,365,14,1983,,,,"Library, IT Infrastructure, Laboratories, Parking Facility",Kalaburagi,Karnataka,India,Private,25320
PM Polytechnic,Co-Ed,38 Acres,,88,,,,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations",Kami,Haryana,India,Private,116888.8889
PES Polytechnic,Co-Ed,,579,15,1972,,,,"Boys Hostel, Girls Hostel, Library, Laboratories",Bengaluru,Karnataka,India,Private,32250
Sri Padmam Polytechnic College,Co-Ed,,491,53,2009,,,,"Library, Sports, IT Infrastructure, Laboratories",Tirupattur,Tamil Nadu,India,Private,45000
St Joseph Polytechnic College,Co-Ed,,392,78,2008,,,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories",Thirumayam,Tamil Nadu,India,Private,30000
The Salem Polytechnic College,Co-Ed,,492,62,1984,,,,"Boys Hostel, Library, Sports, Auditorium, IT Infrastructure, Transport, Laboratories",Gajallnayakkanpatti,Tamil Nadu,India,Private,37125
VMR Polytechnic,Co-Ed,10 Acres,2754,13,1994,,,,"Library, Sports, IT Infrastructure, Transport, Laboratories, Alumni Associations",Warangal,Telangana,India,Private,44700
Moti Babu Institute of Technology,Co-Ed,15 Acres,131,59,2014,,"Aryabhatta Knowledge University, Patna","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Guest Room, Banks Facilities",Forbesganj,Bihar,India,Private,340000
Accurate Institute of Architecture and Planning,Co-Ed,,281,43,2012,,"Dr APJ Abdul Kalam Technical University, Lucknow",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations",Greater Noida,Uttar Pradesh,India,Private,417000
MK College of Engineering and Technological Research,Co-Ed,,178,39,2016,,"Gujarat Technological University, Ahmedabad",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Convenience Store, Guest Room",Patan,Gujarat,India,Private,200000
Purvanchal Institute of Architecture and Design,Co-Ed,,,24,2013,,"Dr APJ Abdul Kalam Technical University, Lucknow",,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Transport, Laboratories",Gorakhpur,Uttar Pradesh,India,Private,440000
Oxford College of Engineering and Management,Co-Ed,102 Acres,1271,110,2008,,"Biju Patnaik University of Technology, Rourkela","B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering, B.Tech Computer Science and Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Classrooms, Transport, Laboratories, Guest Room",Ramachandrapur,Odisha,India,Private,165642.8571
Zeal Polytechnic,Co-Ed,10 Acres,873,83,2008,,,,"Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Transport, Laboratories",Pune,Maharashtra,India,Private,111000
Vi Institute of Technology,Co-Ed,,425,76,2009,,"Anna University, Chennai",,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories",Kanchipuram,Tamil Nadu,India,Private,160000
Veerammal College of Engineering,Female,,434,71,2009,,"Anna University, Chennai",,"Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Sengattampatti,Tamil Nadu,India,Private,160000
Sasurie Academy of Engineering,Co-Ed,,1061,128,2007,,"Anna University, Chennai",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Tiruppur,Tamil Nadu,India,Private,143333.3333
Pollachi Institute of Engineering and Technology,Co-Ed,50 Acres,680,73,2012,,"Anna University, Chennai",,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Banks Facilities",Pollachi,Tamil Nadu,India,Private,220000
Nalanda Institute of Technology,Co-Ed,,,,2008,,"Jawaharlal Nehru Technological University, Kakinada","B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, IT Infrastructure, Transport",Kantepudi,Andhra Pradesh,India,Private,140000
ShriRam Institute of Information Technology,Co-Ed,10 Acres,335,65,2007,,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Guest Room",Gwalior,Madhya Pradesh,India,Private,163840
ShriRam College of Engineering and Management,Co-Ed,50 Acres,492,100,1998,,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Convenience Store, Guest Room",Gwalior,Madhya Pradesh,India,Private,170000
Shri Rawatpura Sarkar Institute of Technology and Management,Co-Ed,,,,,,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",,"Boys Hostel, Girls Hostel, Library, Auditorium, IT Infrastructure",Kudan,Madhya Pradesh,India,Private,173000
Lakshmi Bai Sahuji Institute of Engineering and Technology,Co-Ed,,176,61,2008,,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, B.Tech Electronics and Communication Engineering","Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Guest Room",Jabalpur,Madhya Pradesh,India,Private,148000
Ghanshyam Hemlata Institute of Technology and Management,Co-Ed,122 Acres,43,58,1997,,"Biju Patnaik University of Technology, Rourkela","B.Tech Electrical Engineering, B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Puri,Odisha,India,Private,220000
Tawi Engineering College,Co-Ed,,827,35,2012,,"IK Gujral Punjab Technical University, Jalandhar","B.Tech Civil Engineering, B.Tech Mechanical Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering","Gym, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Laboratories, Guest Room",Pathankot,Punjab,India,Private,339000
MK School of Engineering and Technology,Co-Ed,,,63,2010,,"IK Gujral Punjab Technical University, Jalandhar","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, IT Infrastructure, Transport, Laboratories",Jethuwal,Punjab,India,Private,162000
CGC Institute of Architecture,Co-Ed,,,,2012,,"Chandigarh University, Chandigarh",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Gharuan,Punjab,India,Private,800000
Shyam Institute of Engineering and Technology,Co-Ed,1 Acre,,60,2012,,"Shyam University, Dausa","B.Tech Electrical Engineering, B.Tech Civil Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories",Lalsot,Rajasthan,India,Private,288000
Rajasthan Vidyapeeth Technology College,,,,27,2010,,"Janardan Rai Nagar Rajasthan Vidyapeeth, Udaipur",,"Library, IT Infrastructure, Laboratories",Udaipur,Rajasthan,India,Private,105000
Aryabhatta College of Engineering and Research Centre,Co-Ed,,,102,2002,,"Rajasthan Technical University, Kota","B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations",Ajmer,Rajasthan,India,Private,190500
Shree Ram Mulkh Institute of Engineering and Technology,Co-Ed,,255,119,2007,,"Kurukshetra University, Kurukshetra","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Guest Room, Banks Facilities",Kohra-Bhura,Haryana,India,Private,205000
BM Group of Institutions,Co-Ed,13 Acres,,91,2005,,"Maharshi Dayanand University, Rohtak","B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations",Gurgaon,Haryana,India,Private,207384.6154
Brahmanand Group of Institutions,Co-Ed,27 Acres,226,60,2006,,"Dr APJ Abdul Kalam Technical University, Lucknow",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Guest Room",Bulandshahr,Uttar Pradesh,India,Private,266250
Institute of Architecture and Town Planning,Co-Ed,,66,22,2010,,"Dr APJ Abdul Kalam Technical University, Lucknow",,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Laboratories",Bargadi Magath,Uttar Pradesh,India,Private,350000
Pragna Bharath Institute of Technology,Co-Ed,,,33,2008,,"Jawaharlal Nehru Technological University, Kakinada",,"Library, Cafeteria, Auditorium, IT Infrastructure",Mudimyal,Telangana,India,Private,140000
Dr Paul Raj Engineering College,Co-Ed,,387,122,1997,,"Jawaharlal Nehru Technological University, Kakinada","B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, M.Tech Computer Science","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",East Godavari,Andhra Pradesh,India,Private,138586.6667
Vivekanandha Institute of Engineering and Technology for Women,Female,,271,108,2006,,"Anna University, Chennai",,"Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Alumni Associations, Banks Facilities",Elaiyampalayam,Tamil Nadu,India,Private,131666.6667
Vivekananda Institute of Science and Information Technology,Co-Ed,10 Acres,150,50,2008,,"Jawaharlal Nehru Technological University, Hyderabad",,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Guest Room",Farooqnagar,Telangana,India,Private,48375
Vishnu Sree Institute of Technology,Co-Ed,,,139,,,"Jawaharlal Nehru Technological University, Hyderabad",B.Tech Civil Engineering,"Library, Sports, IT Infrastructure",Jalalpur,Telangana,India,Private,102400
Vinuthna Institute of Technology and Science,Co-Ed,,463,113,2009,,"Kakatiya University, Warangal","B.Tech Civil Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Transport, Laboratories",Hasanparthy,Telangana,India,Private,113709.0909
Vindhya Institute of Technology and Science,Co-Ed,,,80,2007,,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Guest Room",Jabalpur,Madhya Pradesh,India,Private,132666.6667
Vikash Institute of Technology,Co-Ed,55 Acres,204,49,2009,,"Biju Patnaik University of Technology, Rourkela","B.Tech Civil Engineering, B.Tech Mechanical Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Guest Room",Bargarh,Odisha,India,Private,223166.6667
Farah Engineering College,Co-Ed,,,15,2010,,,,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Transport, Laboratories, Alumni Associations",Chevella,Telangana,India,Private,46500
Vidhya Mandhir Institute of Technology,Co-Ed,,387,97,2011,,"Anna University, Chennai",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Guest Room",Ingur,Tamil Nadu,India,Private,160000
Velaga Nageswara Rao College of Engineering,Co-Ed,,588,181,2008,,"Jawaharlal Nehru Technological University, Kakinada","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Guest Room",VallabhaRaoPalem,Andhra Pradesh,India,Private,103125
Veer Kunwar Institute of Technology,Co-Ed,,,105,2009,,"Dr APJ Abdul Kalam Technical University, Lucknow","B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Library, Sports, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Banks Facilities",Alampur Dhapi,Uttar Pradesh,India,Private,252750
Vedhantha Institute of Technology,Co-Ed,,166,61,2012,,"Anna University, Chennai",,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories",Padur,Tamil Nadu,India,Private,160000
Varuvan Vadivelan Institute of Technology,Co-Ed,,978,115,2008,,"Anna University, Chennai",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Guest Room",Nallanahalli,Tamil Nadu,India,Private,160000
VS Lakshmi Engineering College for Women,Female,,335,113,2008,,"Jawaharlal Nehru Technological University, Kakinada","B.Tech Electronics and Communication Engineering, M.Tech Computer Science","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Guest Room",Matlapalem,Andhra Pradesh,India,Private,99888.88889
VP Muthaiah Pillai Meenakshi Ammal Engineering College for Women,Female,,385,149,2002,,"Anna University, Chennai",,"Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Guest Room, Banks Facilities",Krishnan Kovil,Tamil Nadu,India,Private,160000
The Selvam Women Excellence Engineering Technology,Female,,,67,2009,,"Anna University, Chennai",,"Girls Hostel, Gym, Library, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Transport, Alumni Associations",Kunnathur,Tamil Nadu,India,Private,152500
Synergy Institute of Technology,Co-Ed,35 Acres,,91,2008,,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",,"Boys Hostel, Girls Hostel, Library, Sports, IT Infrastructure, Laboratories",Dewas,Madhya Pradesh,India,Private,191500
Syed Hashim College of Science and Technology,Co-Ed,,,121,1998,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Civil Engineering, B.Tech Mechanical Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering","Library, Sports, IT Infrastructure, Laboratories",Gundanpalli,Telangana,India,Private,130250
Swift Technical Campus,Co-Ed,,,56,2012,,"IK Gujral Punjab Technical University, Jalandhar",B.Tech Mechanical Engineering,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories",Rajpura,Punjab,India,Private,256000
Swetha Institute of Technology and Science for Women,Female,,264,82,2008,,"Jawaharlal Nehru Technological University, Anantapur","B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering, M.Tech Computer Science","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Guest Room",C Ramapuram,Andhra Pradesh,India,Private,108714.2857
Swarna Bharathi College of Engineering,Co-Ed,10 Acres,2451,184,2006,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Electronics and Communication Engineering, B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, M.Tech Computer Science","Library, Sports, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations",Gurralapadu,Telangana,India,Private,132315.3846
Sushila Devi Bansal College of Technology,Co-Ed,44 Acres,1330,72,2005,,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",,"Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Transport, Laboratories",Umariya,Madhya Pradesh,India,Private,152666.6667
Surya School of Engineering and Technology,Co-Ed,,797,172,2008,,"Anna University, Chennai",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room",Villupuram,Tamil Nadu,India,Private,160000
Supraja Institute of Technology and Science,Co-Ed,40 Acres,,20,2009,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, IT Infrastructure, Transport",Ghanpur,Telangana,India,Private,121000
Sundargarh Engineering College,Co-Ed,,428,40,2007,,"Biju Patnaik University of Technology, Rourkela","B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Auditorium, IT Infrastructure, Transport, Laboratories, Guest Room",Bijulikhaman,Odisha,India,Private,180000
Sujala Bharati Institute of Technology,Co-Ed,,,140,2009,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Library, Sports, IT Infrastructure, Transport, Laboratories, Alumni Associations",Warangal,Telangana,India,Private,111500
Sudheer Reddy College of Engineering and Technology for Women,Female,10 Acres,,37,2008,,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Electronics and Communication Engineering, B.Tech Computer Science and Engineering","Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport",Dichpally,Telangana,India,Private,98888.88889
Sudharsan Engineering College,Co-Ed5666656,,820,87,2000,,"Anna University, Chennai",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Sathyamangalam,Tamil Nadu,India,Private,200000
College Name,Genders Accepted,Campus Size,Total Student Enrollments,Total Faculty,Established Year,Rating,University,,Facilities,City,State,Country,College Type,Average Fees
Subhash Kool College of Engineering,Co-Ed,,,,1990,,"Savitribai Phule Pune University, Pune","B.Tech Civil Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure",Boripardhi,Maharashtra,India,Private,224000
